ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ
ⲥⲉⲧⲟ	ⲥⲉ|ⲧⲟ
ⲡⲉⲧⲉⲣⲉⲟ	ⲡ|ⲉⲧⲉⲣⲉ|ⲟ
ϫⲉϥⲉⲓⲣⲉ	ϫⲉ|ϥ|ⲉⲓⲣⲉ
ⲙⲛⲛⲥⲁϩⲟⲩ	ⲙⲛ|ⲛ|ⲥⲁϩⲟⲩ
ⲉⲧϩⲛⲛϫⲱⲱⲙⲉ	ⲉⲧ|ϩⲛ|ⲛ|ϫⲱⲱⲙⲉ
ⲙⲛⲛⲉⲩϩⲓⲥⲉ	ⲙⲛ|ⲛⲉⲩ|ϩⲓⲥⲉ
ⲛⲥ	ⲛ|ⲥ
ⲛⲛⲁⲛⲍⲱⲛⲏ	ⲛ|ⲛ|ⲁⲛⲍⲱⲛⲏ
ⲙⲛⲙⲫⲁⲥⲕⲓⲁ	ⲙⲛ|ⲙ|ⲫⲁⲥⲕⲓⲁ
ⲛⲧⲁⲡⲁⲓ	ⲛⲧ|ⲁ|ⲡⲁⲓ
ϫⲉⲙⲡⲟⲩⲣϣⲁⲩ	ϫⲉ|ⲙⲡ|ⲟⲩ|ⲣϣⲁⲩ
ϫⲉⲁⲩⲣⲁⲧϣⲁⲩ	ϫⲉ|ⲁ|ⲩ|ⲣⲁⲧϣⲁⲩ
ϫⲉⲙⲛⲧⲟⲩϣⲁⲩ	ϫⲉ|ⲙⲛⲧ|ⲟⲩ|ϣⲁⲩ
ⲕⲉⲙⲉⲣⲟⲥ	ⲕⲉ|ⲙⲉⲣⲟⲥ
ⲛⲧⲉⲓⲁϣⲏ	ⲛ|ⲧⲉⲓ|ⲁϣⲏ
ⲙⲙⲟϫϩ	ⲙ|ⲙⲟϫϩ
ⲫⲁⲥⲕⲓⲁ	ⲫⲁⲥⲕⲓⲁ
ⲉⲧⲃⲉϭⲉⲗⲁⲁⲩ	ⲉⲧⲃⲉ|ϭⲉ|ⲗⲁⲁⲩ
ⲉϣϫⲉⲙⲫⲁⲥⲕⲓⲁ	ⲉϣϫⲉ|ⲙ|ⲫⲁⲥⲕⲓⲁ
ⲛⲁⲛⲍⲱⲛⲏ	ⲛ|ⲁⲛⲍⲱⲛⲏ
ⲛⲧⲁⲩϣⲱⲗ	ⲛⲧ|ⲁ|ⲩ|ϣⲱⲗ
ⲉⲧⲙⲣϣⲁⲩ	ⲉ|ⲧⲙ|ⲣϣⲁⲩ
ⲉⲙⲟⲣⲧ	ⲉ|ⲙⲟⲣ|ⲧ
ⲛⲛⲁϩⲣⲙⲡⲉⲧⲥⲟⲟⲩⲛ	ⲛⲛⲁϩⲣⲙ|ⲡ|ⲉⲧ|ⲥⲟⲟⲩⲛ
ⲉⲧⲉⲩⲏⲡⲉ	ⲉ|ⲧⲉⲩ|ⲏⲡⲉ
ⲙⲫⲁⲥⲕⲓⲁ	ⲙ|ⲫⲁⲥⲕⲓⲁ
ⲉⲩⲥⲏⲩ	ⲉ|ⲩ|ⲥⲏⲩ
ⲉⲙⲛⲧⲟⲩϣⲁⲩ	ⲉ|ⲙⲛⲧ|ⲟⲩ|ϣⲁⲩ
ⲉⲛⲉⲛⲧⲁⲩⲣⲁⲧϣⲁⲩ	ⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲣⲁⲧϣⲁⲩ
ⲛⲉⲓⲙⲉ	ⲛ|ⲉⲓⲙⲉ
ϩⲓⲧⲙⲡⲉⲩⲉⲓⲛⲉ	ϩⲓⲧⲙ|ⲡⲉⲩ|ⲉⲓⲛⲉ
ⲛⲧⲁϥⲥⲱϣ	ⲛⲧ|ⲁ|ϥ|ⲥⲱϣ
ϫⲉⲉⲣⲉⲟⲩⲁ	ϫⲉ|ⲉⲣⲉ|ⲟⲩⲁ
ⲛⲁⲟⲡⲟⲩ	ⲛⲁ|ⲟⲡ|ⲟⲩ
ⲛⲧⲉⲩⲏⲡⲉ	ⲛ|ⲧⲉⲩ|ⲏⲡⲉ
ⲛⲧⲁⲡⲉϯⲥⲟⲟⲩⲛ	ⲛⲧ|ⲁ|ⲡ|ⲉ|ϯ|ⲥⲟⲟⲩⲛ
ⲉⲛⲧⲁⲡⲛⲟⲩⲛ	ⲉⲛⲧ|ⲁ|ⲡ|ⲛⲟⲩⲛ
ⲛⲛⲟⲩⲛ	ⲛ|ⲛⲟⲩⲛ
ⲉⲙⲛⲧϥϣⲁⲩ	ⲉ|ⲙⲛⲧ|ϥ|ϣⲁⲩ
ϩⲓϫⲛⲛⲉⲧⲉⲓⲣⲉ	ϩⲓϫⲛ|ⲛ|ⲉⲧ|ⲉⲓⲣⲉ
ⲉϥⲕⲧⲟ	ⲉ|ϥ|ⲕⲧⲟ
ⲡⲉⲩⲥⲱϣ	ⲡⲉⲩ|ⲥⲱϣ
ϥϩⲓϫⲱⲟⲩ	ϥ|ϩⲓϫⲱ|ⲟⲩ
ϫⲉϥϩⲓϫⲱⲟⲩ	ϫⲉ|ϥ|ϩⲓϫⲱ|ⲟⲩ
ⲛⲛⲁϩⲣⲙⲡⲁⲓ	ⲛⲛⲁϩⲣⲙ|ⲡⲁⲓ
ⲛⲟⲩⲧⲣⲟⲡ	ⲛ|ⲟⲩ|ⲧⲣⲟⲡ
ⲟⲩϣⲥ	ⲟⲩ|ϣⲥ
ⲛϭⲉⲣⲱⲃ	ⲛ|ϭⲉⲣⲱⲃ
ⲉⲩⲥⲱϣ	ⲉ|ⲩ|ⲥⲱϣ
ⲉⲡⲁⲛⲉⲥⲛⲏⲩ	ⲉ|ⲡⲁ|ⲛⲉ|ⲥⲛⲏⲩ
ⲛϣⲟⲩⲙⲉⲣⲓⲧⲟⲩ	ⲛ|ϣⲟⲩ|ⲙⲉⲣⲓⲧ|ⲟⲩ
ⲙⲛⲧⲉⲩⲁⲅⲁⲡⲏ	ⲙⲛ|ⲧⲉⲩ|ⲁⲅⲁⲡⲏ
ⲡⲁⲛⲉⲧⲉⲙⲛⲧⲉⲡⲓⲧⲟⲡⲟⲥ	ⲡⲁ|ⲛ|ⲉⲧⲉ|ⲙⲛⲧⲉⲡⲓⲧⲟⲡⲟⲥ
ⲙⲛⲧⲟⲩϩⲏⲩ	ⲙⲛⲧ|ⲟⲩ|ϩⲏⲩ
ϫⲉⲥⲉⲧⲁⲕⲟ	ϫⲉ|ⲥⲉ|ⲧⲁⲕⲟ
ⲛⲉⲩⲙⲟⲩⲧⲉ	ⲛⲉ|ⲩ|ⲙⲟⲩⲧⲉ
ⲥⲩⲛⲁⲅⲱⲅⲏ	ⲥⲩⲛⲁⲅⲱⲅⲏ
ϫⲉⲙⲙⲁ	ϫⲉ|ⲙ|ⲙⲁ
ⲛⲉⲧⲛⲁϫⲁϩⲙⲟⲩ	ⲛ|ⲉⲧ|ⲛⲁ|ϫⲁϩⲙ|ⲟⲩ
ⲉϩⲉⲛϣⲗⲟϥ	ⲉ|ϩⲉⲛ|ϣⲗⲟϥ
ⲉⲧⲁⲟⲩⲟⲟⲩ	ⲉ|ⲧⲁⲟⲩⲟ|ⲟⲩ
ⲉⲣⲛⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ	ⲉ|ⲣ|ⲛ|ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ
ϩⲙⲡⲧⲣⲉϥϣⲁⲁⲧⲟⲩ	ϩⲙ|ⲡ|ⲧⲣⲉ|ϥ|ϣⲁⲁⲧ|ⲟⲩ
ⲛⲧⲁⲩϫⲱϩⲙ	ⲛⲧ|ⲁ|ⲩ|ϫⲱϩⲙ
ⲛⲛⲟⲩϥ	ⲛ|ⲛⲟⲩ|ϥ
ⲟⲩⲛϭⲉⲟⲣⲅⲏ	ⲟⲩⲛ|ϭⲉ|ⲟⲣⲅⲏ
ⲛⲁⲛⲧⲥ	ⲛⲁ|ⲛⲧ|ⲥ
ⲉϫⲙⲡⲉⲧⲛⲁⲧⲁⲕⲟ	ⲉϫⲙ|ⲡ|ⲉⲧ|ⲛⲁ|ⲧⲁⲕⲟ
ϫⲉⲡⲉⲧⲛⲁⲧⲁⲕⲟ	ϫⲉ|ⲡ|ⲉⲧ|ⲛⲁ|ⲧⲁⲕⲟ
ⲛⲁⲧⲁⲕⲟϥ	ⲛⲁ|ⲧⲁⲕⲟ|ϥ
ⲉϥⲛⲁϣⲧⲙⲁⲉⲓⲟⲟⲩ	ⲉ|ϥ|ⲛⲁ|ϣ|ⲧⲙⲁⲉⲓⲟ|ⲟⲩ
ⲉϥⲛⲁϣⲥⲙⲟⲩ	ⲉ|ϥ|ⲛⲁ|ϣ|ⲥⲙⲟⲩ
ⲉⲡⲉⲛⲧⲁⲛⲉⲧⲟⲩⲁⲁⲃ	ⲉ|ⲡ|ⲉⲛⲧ|ⲁ|ⲛ|ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲕⲛⲁⲟⲩⲱⲙ	ⲕ|ⲛⲁ|ⲟⲩⲱⲙ
ⲛⲛⲉⲕϩⲓⲥⲉ	ⲛ|ⲛⲉⲕ|ϩⲓⲥⲉ
ⲡⲉⲧⲙⲟⲕϩ	ⲡ|ⲉⲧ|ⲙⲟⲕϩ
ⲉϥⲛⲁⲧϭⲁⲉⲓⲟⲟⲩ	ⲉ|ϥ|ⲛⲁ|ⲧϭⲁⲉⲓⲟ|ⲟⲩ
ϫⲉⲡⲉⲧⲉⲛϥⲣϩⲟⲧⲉ	ϫⲉ|ⲡ|ⲉⲧⲉ|ⲛ|ϥ|ⲣϩⲟⲧⲉ
ⲙⲡϣⲁⲉⲛⲉϩ	ⲙ|ⲡ|ϣⲁ|ⲉⲛⲉϩ
ⲙⲡⲉϥϣⲓⲛⲉ	ⲙ|ⲡⲉϥ|ϣⲓⲛⲉ
ⲉϥⲛⲁⲣⲁⲛⲁϣ	ⲉ|ϥ|ⲛⲁ|ⲣⲁⲛⲁϣ
ϭⲙⲡⲁϣⲓⲛⲉ	ϭⲙ|ⲡⲁ|ϣⲓⲛⲉ
ⲡⲁⲣⲁⲧⲁⲥⲱⲧⲙ	ⲡⲁⲣⲁ|ⲧⲁ|ⲥⲱⲧⲙ
ϫⲉϥⲟⲩⲁⲁⲃ	ϫⲉ|ϥ|ⲟⲩⲁⲁⲃ
ϩⲙⲡⲓⲕⲣⲓⲙⲁ	ϩⲙ|ⲡⲓ|ⲕⲣⲓⲙⲁ
ⲛⲛⲉⲧⲑⲙⲕⲟ	ⲛ|ⲛ|ⲉⲧ|ⲑⲙⲕⲟ
ϫⲉⲙⲡⲟⲩϣⲓⲡⲉ	ϫⲉ|ⲙ|ⲡⲟⲩ|ϣⲓⲡⲉ
ⲉⲣⲛⲉϩⲃⲏⲩⲉ	ⲉ|ⲣ|ⲛⲉ|ϩⲃⲏⲩⲉ
ⲉⲣⲉⲡⲓⲙⲁ	ⲉⲣⲉ|ⲡⲓ|ⲙⲁ
ⲛⲉⲛⲧⲁⲩϫⲓϣⲓ	ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ϫⲓ|ϣⲓ
ϫⲉⲁⲩⲡⲱϩ	ϫⲉ|ⲁ|ⲩ|ⲡⲱϩ
ϣⲁⲙⲙⲉⲣⲟⲥ	ϣⲁ|ⲙ|ⲙⲉⲣⲟⲥ
ⲁⲩⲟⲩⲟⲧⲃⲟⲩ	ⲁ|ⲩ|ⲟⲩⲟⲧⲃ|ⲟⲩ
ⲛⲟⲩⲗⲟⲓϩⲉ	ⲛ|ⲟⲩ|ⲗⲟⲓϩⲉ
ⲛϩⲉⲛⲧⲃⲛⲟⲟⲩⲉ	ⲛ|ϩⲉⲛ|ⲧⲃⲛⲟⲟⲩⲉ
ϩⲛⲧⲉϥⲙⲛⲧⲛⲁⲏⲧ	ϩⲛ|ⲧⲉϥ|ⲙⲛⲧⲛⲁⲏⲧ
ⲛⲉⲧϯϣⲓ	ⲛ|ⲉⲧ|ϯϣⲓ
ⲙⲡⲉϥϣⲓ	ⲙ|ⲡⲉϥ|ϣⲓ
ϫⲉⲉϥⲡⲱϩ	ϫⲉ|ⲉ|ϥ|ⲡⲱϩ
ⲉϥⲡⲏϩ	ⲉ|ϥ|ⲡⲏϩ
ⲉⲁⲧ	ⲉⲁⲧ
ⲛⲧⲁⲩⲥⲱϩⲡ	ⲛⲧ|ⲁ|ⲩ|ⲥⲱϩⲡ
ϣⲁⲛⲉⲩⲙⲏⲣⲟⲥ	ϣⲁ|ⲛⲉⲩ|ⲙⲏⲣⲟⲥ
ⲛⲉϥⲟϣ	ⲛⲉ|ϥ|ⲟϣ
ⲉⲛⲧⲁⲛⲉⲛⲧⲁⲩϩⲉ	ⲉⲛⲧ|ⲁ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ϩⲉ
ⲥⲗϥⲧⲉ	ⲥⲗϥⲧⲉ
ⲛϩⲉⲛⲣⲓⲣ	ⲛ|ϩⲉⲛ|ⲣⲓⲣ
ϣⲁⲛⲧⲉϥⲡⲱϩ	ϣⲁⲛⲧⲉ|ϥ|ⲡⲱϩ
ϣⲁⲛⲧⲟⲩⲥⲱϩⲡ	ϣⲁⲛⲧ|ⲟⲩ|ⲥⲱϩⲡ
ϣⲁⲛⲧⲟⲩⲱⲛϩ	ϣⲁⲛⲧ|ⲟⲩ|ⲱⲛϩ
ⲉⲩⲗⲟⲟⲙⲉ	ⲉ|ⲩ|ⲗⲟⲟⲙⲉ
ⲉⲩⲗⲁⲗⲱ	ⲉ|ⲩ|ⲗⲁⲗⲱ
ϫⲓⲛⲛⲉⲓⲃ	ϫⲓⲛ|ⲛ|ⲉⲓⲃ
ⲛⲣⲁⲧⲟⲩ	ⲛ|ⲣⲁⲧ|ⲟⲩ
ϣⲁⲡϥⲱ	ϣⲁ|ⲡ|ϥⲱ
ⲉⲛⲉϥⲣϩⲟⲩⲟ	ⲉ|ⲛⲉ|ϥ|ⲣϩⲟⲩⲟ
ϩⲙⲡⲉⲓⲥⲏⲩ	ϩⲙ|ⲡⲉⲓ|ⲥⲏⲩ
ⲛϭⲓⲡⲗⲟⲓϩⲉ	ⲛϭⲓ|ⲡ|ⲗⲟⲓϩⲉ
ⲛⲉϥⲡⲏϩ	ⲛⲉ|ϥ|ⲡⲏϩ
ϣⲁⲙⲙⲏⲣⲟⲥ	ϣⲁ|ⲙ|ⲙⲏⲣⲟⲥ
ⲕⲁⲧⲁⲛⲉϥϣⲓ	ⲕⲁⲧⲁ|ⲛⲉϥ|ϣⲓ
ⲛϭⲓⲛⲉⲧⲛⲁⲩ	ⲛϭⲓ|ⲛ|ⲉⲧ|ⲛⲁⲩ
ⲉⲛⲉⲧϩⲏⲩ	ⲉ|ⲛ|ⲉⲧ|ϩⲏⲩ
ϫⲉⲡⲁⲛⲧⲱⲥ	ϫⲉ|ⲡⲁⲛⲧⲱⲥ
ⲙⲡⲟⲩⲉϣϭⲙϭⲟⲙ	ⲙⲡ|ⲟⲩ|ⲉϣ|ϭⲙϭⲟⲙ
ϫⲉϥⲟϣ	ϫⲉ|ϥ|ⲟϣ
ϫⲉⲙⲡϥⲥⲃⲟⲕ	ϫⲉ|ⲙⲡ|ϥ|ⲥⲃⲟⲕ
ⲙⲡⲉⲧⲡⲱϩⲧⲥⲛⲟϥ	ⲙ|ⲡ|ⲉⲧ|ⲡⲱϩⲧⲥⲛⲟϥ
ϫⲉⲁϥⲥⲱϣϥ	ϫⲉ|ⲁ|ϥ|ⲥⲱϣϥ
ϫⲉⲁⲡⲗⲟⲓϩⲉ	ϫⲉ|ⲁ|ⲡ|ⲗⲟⲓϩⲉ
ϣⲁⲙⲡⲁⲧ	ϣⲁ|ⲙ|ⲡⲁⲧ
ϣⲁⲙⲙⲁⲕϩ	ϣⲁ|ⲙ|ⲙⲁⲕϩ
ⲛⲛⲉⲧⲛⲁⲉⲓⲣⲉ	ⲛ|ⲛ|ⲉⲧ|ⲛⲁ|ⲉⲓⲣⲉ
ⲡⲉⲓⲕⲉϣⲁϫⲉ	ⲡⲉⲓ|ⲕⲉ|ϣⲁϫⲉ
ϫⲉϣⲓ	ϫⲉ|ϣⲓ
ⲛⲭⲁⲣⲧⲏⲥ	ⲛ|ⲭⲁⲣⲧⲏⲥ
ⲉⲩϯϣⲓ	ⲉ|ⲩ|ϯϣⲓ
ⲉⲩϫⲓϣⲓ	ⲉ|ⲩ|ϫⲓ|ϣⲓ
ϫⲉⲁⲩϫⲓⲏⲡⲉ	ϫⲉ|ⲁ|ⲩ|ϫⲓⲏⲡⲉ
ⲙⲡⲉⲧⲉⲙⲡⲉⲥⲟⲩⲱⲛϥ	ⲙ|ⲡ|ⲉⲧⲉ|ⲙⲡ|ⲉ|ⲥⲟⲩⲱⲛ|ϥ
ⲛⲧⲏⲡⲉ	ⲛ|ⲧ|ⲏⲡⲉ
ⲙⲡⲉⲛⲧⲁϥⲧⲛⲛⲟⲩⲥⲉ	ⲙ|ⲡ|ⲉⲛⲧ|ⲁ|ϥ|ⲧⲛⲛⲟⲩⲥ|ⲉ
ⲉⲛⲉⲛⲧⲁⲩϣⲱⲡⲉ	ⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ϣⲱⲡⲉ
ⲉⲧϣⲟⲕϩ	ⲉⲧ|ϣⲟⲕϩ
ⲛⲉⲓϣⲓ	ⲛⲉⲓ|ϣⲓ
ϫⲉⲉⲛⲧⲁⲩϣⲓ	ϫⲉ|ⲉⲛⲧ|ⲁ|ⲩ|ϣⲓ
ⲙⲁⲣⲉϥⲧⲁⲙⲟⲛ	ⲙⲁⲣⲉ|ϥ|ⲧⲁⲙⲟ|ⲛ
ϩⲓⲧⲛⲟⲩ	ϩⲓⲧⲛ|ⲟⲩ
ⲉⲧϩⲛⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	ⲉⲧ|ϩⲛ|ⲧ|ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ
ϩⲛⲟⲩⲕⲁϣ	ϩⲛ|ⲟⲩ|ⲕⲁϣ
ⲡⲉⲛⲧⲁϥϣⲓⲧϥ	ⲡ|ⲉⲛⲧ|ⲁ|ϥ|ϣⲓⲧ|ϥ
ⲁⲩϣⲓⲧϥ	ⲁ|ⲩ|ϣⲓⲧ|ϥ
ⲁⲩϯⲧⲱϣ	ⲁ|ⲩ|ϯⲧⲱϣ
ϫⲉϩⲛⲟⲩⲙⲕⲁϩ	ϫⲉ|ϩⲛ|ⲟⲩ|ⲙⲕⲁϩ
ⲛϭⲓⲍⲁⲭⲁⲣⲓⲁⲥ	ⲛϭⲓ|ⲍⲁⲭⲁⲣⲓⲁⲥ
ϫⲉϯⲛⲁϫⲓⲛⲁⲓ	ϫⲉ|ϯ|ⲛⲁ|ϫⲓ|ⲛⲁⲓ
ϫⲉⲡⲥⲁ	ϫⲉ|ⲡ|ⲥⲁ
ϫⲉⲡⲉⲥⲕⲛⲟⲩϩ	ϫⲉ|ⲡⲉ|ⲥⲕⲛⲟⲩϩ
ϫⲉϩⲛⲟⲩⲛⲁ	ϫⲉ|ϩⲛ|ⲟⲩ|ⲛⲁ
ⲙⲛⲟⲩⲙⲛⲧϣⲁⲛϩⲧⲏϥ	ⲙⲛ|ⲟⲩ|ⲙⲛⲧϣⲁⲛϩⲧⲏ|ϥ
ϫⲉϯⲛⲁϫⲓ	ϫⲉ|ϯ|ⲛⲁ|ϫⲓ
ⲙⲡⲁϭⲉⲣⲱⲃ	ⲙ|ⲡⲁ|ϭⲉⲣⲱⲃ
ⲉϫⲱⲱⲣⲉ	ⲉ|ϫⲱⲱⲣⲉ
ⲙⲛⲛⲗⲁⲟⲥ	ⲙⲛ|ⲛ|ⲗⲁⲟⲥ
ⲥⲉⲛⲁϫⲱⲱⲣⲉ	ⲥⲉ|ⲛⲁ|ϫⲱⲱⲣⲉ
ⲛϭⲓⲛⲉⲭⲁⲛⲁⲛⲁⲓⲟⲥ	ⲛϭⲓ|ⲛⲉ|ⲭⲁⲛⲁⲛⲁⲓⲟⲥ
ϫⲉⲟⲩϣⲁϫⲉ	ϫⲉ|ⲟⲩ|ϣⲁϫⲉ
ⲡⲉⲥⲭⲏⲛⲓⲥⲙⲁ	ⲡⲉ|ⲥⲭⲏⲛⲓⲥⲙⲁ
ϫⲉⲉⲛⲉϩⲛⲟⲩⲥⲟⲗⲥⲗ	ϫⲉ|ⲉⲛⲉ|ϩⲛ|ⲟⲩ|ⲥⲟⲗⲥⲗ
ⲉϫⲛⲙⲙⲟⲛ	ⲉϫⲛ|ⲙⲙⲟⲛ
ϩⲛⲟⲩϫⲡⲓⲟ	ϩⲛ|ⲟⲩ|ϫⲡⲓⲟ
ⲛϭⲓⲙⲓⲭⲁⲓⲁⲥ	ⲛϭⲓ|ⲙⲓⲭⲁⲓⲁⲥ
ϫⲉⲧⲙⲉⲣⲓⲥ	ϫⲉ|ⲧ|ⲙⲉⲣⲓⲥ
ⲁⲩϣⲓⲧⲥ	ⲁ|ⲩ|ϣⲓⲧ|ⲥ
ϩⲛⲟⲩⲛⲟⲩϩ	ϩⲛ|ⲟⲩ|ⲛⲟⲩϩ
ⲉⲓⲱϩⲉ	ⲉⲓⲱϩⲉ
ϫⲉⲉⲛⲉϩⲉⲛⲉⲃⲟⲗ	ϫⲉ|ⲉⲛⲉ|ϩⲉⲛ|ⲉⲃⲟⲗ
ⲛⲉⲛⲧⲁⲩϣⲓ	ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ϣⲓ
ⲙⲡⲉⲛⲧⲁϥϣⲓ	ⲙ|ⲡ|ⲉⲛⲧ|ⲁ|ϥ|ϣⲓ
ⲙⲡϭⲉⲣⲱⲃ	ⲙ|ⲡ|ϭⲉⲣⲱⲃ
ⲙⲛⲡⲉⲥⲕⲛⲟⲩϩ	ⲙⲛ|ⲡⲉ|ⲥⲕⲛⲟⲩϩ
ⲛⲧⲁⲛϣⲣⲡϫⲟⲟⲩ	ⲛⲧ|ⲁ|ⲛ|ϣⲣⲡ|ϫⲟⲟ|ⲩ
ⲛⲉⲣⲉⲡⲡⲁⲥⲭⲁ	ⲛⲉⲣⲉ|ⲡ|ⲡⲁⲥⲭⲁ
ⲛⲛⲁⲧⲑⲁⲃ	ⲛ|ⲛ|ⲁⲧⲑⲁⲃ
ⲙⲙⲛⲛⲥⲁϩⲟⲟⲩ	ⲙⲙⲛⲛⲥⲁ|ϩⲟⲟⲩ
ⲛⲉⲩⲕⲱⲧⲉ	ⲛⲉ|ⲩ|ⲕⲱⲧⲉ
ⲛϭⲟⲡϥ	ⲛ|ϭⲟⲡ|ϥ
ϫⲉϩⲙⲡϣⲁ	ϫⲉ|ϩⲙ|ⲡ|ϣⲁ
ⲛⲛⲉⲩϣⲧⲟⲣⲧⲣ	ⲛⲛⲉ|ⲩ|ϣⲧⲟⲣⲧⲣ
ϩⲛⲃⲏⲑⲁⲛⲓⲁ	ϩⲛ|ⲃⲏⲑⲁⲛⲓⲁ
ⲛϭⲓⲟⲩⲥϩⲓⲙⲉ	ⲛϭⲓ|ⲟⲩ|ⲥϩⲓⲙⲉ
ⲉⲣⲉⲟⲩⲁⲗⲁⲃⲁⲥⲧⲣⲟⲛ	ⲉⲣⲉ|ⲟⲩ|ⲁⲗⲁⲃⲁⲥⲧⲣⲟⲛ
ⲛⲥⲟϭⲛ	ⲛ|ⲥⲟϭⲛ
ⲛⲛⲁⲣⲇⲟⲥ	ⲛ|ⲛⲁⲣⲇⲟⲥ
ⲉⲛⲁϣⲉⲥⲟⲩⲛⲧⲥ	ⲉ|ⲛⲁϣⲉ|ⲥⲟⲩⲛⲧ|ⲥ
ⲁⲥⲧⲁϩ	ⲁ|ⲥ|ⲧⲁϩ
ⲧⲁⲗⲁⲃⲁⲥⲧⲣⲟⲛ	ⲧ|ⲁⲗⲁⲃⲁⲥⲧⲣⲟⲛ
ϭⲛⲁⲧ	ϭⲛⲁⲧ
ⲡⲉⲓⲥⲟϭⲛ	ⲡⲉⲓ|ⲥⲟϭⲛ
ⲁⲩⲧⲁⲕⲟϥ	ⲁ|ⲩ|ⲧⲁⲕⲟ|ϥ
ⲛⲉⲩⲉϣⲧⲁⲁϥ	ⲛⲉ|ⲩ|ⲉ|ϣ|ⲧⲁⲁ|ϥ
ϩⲁϩⲟⲩⲟ	ϩⲁ|ϩⲟⲩⲟ
ⲉϣⲙⲧϣⲉ	ⲉ|ϣⲙⲧ|ϣⲉ
ⲛⲉⲩϭⲟⲛⲧ	ⲛⲉ|ⲩ|ϭⲟⲛⲧ
ⲧⲉⲧⲛⲟⲩⲉϩϩⲓⲥⲉ	ⲧⲉⲧⲛ|ⲟⲩⲉϩ|ϩⲓⲥⲉ
ⲛⲧⲁⲥⲁⲁ	ⲛⲧ|ⲁ|ⲥ|ⲁⲁ
ϥ	ϥ
ⲉⲧⲉⲧⲛϣⲁⲛⲣϩⲛⲏⲧⲛ	ⲉⲧⲉⲧⲛϣⲁⲛ|ⲣ|ϩⲛⲏ|ⲧⲛ
ⲉⲧⲉⲧⲛⲉϣ	ⲉⲧⲉⲧⲛⲉ|ϣ
ⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ	ⲣ|ⲡ|ⲉⲧ|ⲛⲁⲛⲟⲩ|ϥ
ⲛⲉⲓⲛⲁϭⲱ	ⲛⲉ|ⲓ|ⲛⲁ|ϭⲱ
ⲡⲉⲛⲧⲁϥⲣⲁⲧⲟⲟⲧⲥ	ⲡ|ⲉⲛⲧ|ⲁ|ϥ|ⲣⲁⲧⲟⲟⲧ|ⲥ
ⲁⲥⲁⲁϥ	ⲁ|ⲥ|ⲁⲁ|ϥ
ⲁⲥⲣϣⲟⲣⲡ	ⲁ|ⲥ|ⲣϣⲟⲣⲡ
ⲉⲧⲉϩⲥⲡⲁⲥⲱⲙⲁ	ⲉ|ⲧⲉϩⲥ|ⲡⲁ|ⲥⲱⲙⲁ
ⲉⲡⲕⲟⲟⲥⲧ	ⲉ|ⲡ|ⲕⲟⲟⲥⲧ
ⲉⲧⲟⲩⲛⲁⲧⲁϣⲉⲟⲉⲓϣ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲧⲁϣⲉⲟⲉⲓϣ
ⲙⲡⲉⲓⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	ⲙ|ⲡⲉⲓ|ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ
ⲉⲡⲉⲛⲧⲁⲧⲁⲓ	ⲉ|ⲡ|ⲉⲛⲧ|ⲁ|ⲧⲁⲓ
ϫⲉⲉϥⲉⲡⲁⲣⲁⲇⲓⲇⲟⲩ	ϫⲉ|ⲉϥⲉ|ⲡⲁⲣⲁⲇⲓⲇⲟⲩ
ⲉⲧⲁⲁⲩ	ⲉ|ⲧⲁⲁ|ⲩ
ⲁϥⲕⲱⲧⲉ	ⲁ|ϥ|ⲕⲱⲧⲉ
ⲛⲥⲁⲟⲩⲉⲩⲕⲁⲓⲣⲓⲁ	ⲛⲥⲁ|ⲟⲩ|ⲉⲩⲕⲁⲓⲣⲓⲁ
ⲛⲧⲧⲁⲁϥ	ⲛⲧ|ⲧⲁⲁ|ϥ
ⲛⲁⲧⲑⲁⲃ	ⲛ|ⲁⲧⲑⲁⲃ
ⲛⲧⲉⲣⲟⲩϣⲁⲁⲧ	ⲛⲧⲉⲣ|ⲟⲩ|ϣⲁⲁⲧ
ⲡⲡⲁⲥⲭⲁ	ⲡ|ⲡⲁⲥⲭⲁ
ϫⲉⲉⲕⲟⲩⲉϣⲧⲉⲛⲃⲱⲕ	ϫⲉ|ⲉ|ⲕ|ⲟⲩⲉϣ|ⲧⲉⲛ|ⲃⲱⲕ
ⲉⲥⲃⲧⲉ	ⲉ|ⲥⲃⲧⲉ
