ϯⲡⲣⲟⲥⲉⲩⲭⲏ	ϯ|ⲡⲣⲟⲥⲉⲩⲭⲏ
ⲛⲧⲉⲡⲁⲓⲱⲧ	ⲛⲧⲉ|ⲡⲁ|ⲓⲱⲧ
ⲁⲡⲓϩⲁⲅⲓⲟⲥ	ⲁ|ⲡⲓ|ϩⲁⲅⲓⲟⲥ
ϭⲓⲟⲩⲥⲣⲟⲙ	ϭⲓ|ⲟⲩ|ⲥⲣⲟⲙ
ⲛϩⲓⲛⲓⲙ	ⲛ|ϩⲓⲛⲓⲙ
ϫⲉⲱⲣⲓⲱⲛ	ϫⲉ|ⲱⲣⲓⲱⲛ
ϫⲉⲙⲡⲣⲉⲣϩⲟϯ	ϫⲉ|ⲙⲡⲣ|ⲉⲣϩⲟϯ
ⲛⲥⲁⲡⲉⲕⲓⲱⲧ	ⲛⲥⲁ|ⲡⲉⲕ|ⲓⲱⲧ
ϣⲁⲧⲉϥⲙⲧⲟⲛ	ϣⲁⲧⲉ|ϥ|ⲙⲧⲟⲛ
ⲉⲧⲁϥⲥⲁϫⲓ	ⲉⲧ|ⲁ|ϥ|ⲥⲁϫⲓ
ⲁϥⲧⲁⲙⲟⲓ	ⲁ|ϥ|ⲧⲁⲙⲟ|ⲓ
ϫⲉⲙⲉⲛⲉⲛⲥⲁⲑⲣⲉϥⲙⲟⲩ	ϫⲉ|ⲙⲉⲛⲉⲛⲥⲁ|ⲑⲣⲉ|ϥ|ⲙⲟⲩ
ⲛϫⲉⲡⲉⲕⲓⲱⲧ	ⲛϫⲉ|ⲡⲉⲕ|ⲓⲱⲧ
ⲉⲟⲩⲧⲁⲝⲓⲥ	ⲉ|ⲟⲩ|ⲧⲁⲝⲓⲥ
ⲉⲥϭⲟⲥⲓ	ⲉ|ⲥ|ϭⲟⲥⲓ
ⲉϥϯⲙⲏⲓⲛⲓ	ⲉ|ϥ|ϯⲙⲏⲓⲛⲓ
ⲉϯⲙⲉⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲉ|ϯ|ⲙⲉⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲉⲧⲁϥⲉⲣⲡⲉⲙⲡϣⲁ	ⲉⲧ|ⲁ|ϥ|ⲉⲣ|ⲡⲉ|ⲙⲡϣⲁ
ⲁϥϩⲱⲗⲓ	ⲁ|ϥ|ϩⲱⲗⲓ
ϫⲉⲛⲓⲡⲛⲉⲩⲙⲁ	ϫⲉ|ⲛⲓ|ⲡⲛⲉⲩⲙⲁ
ϣⲁⲩϭⲛⲉϫⲱⲟⲩ	ϣⲁ|ⲩ|ϭⲛⲉ|ϫⲱ|ⲟⲩ
ϧⲉⲛⲡⲓϣⲱⲛⲓ	ϧⲉⲛ|ⲡⲓ|ϣⲱⲛⲓ
ⲉⲧⲉϥⲛⲁⲙⲟⲩ	ⲉⲧⲉ|ϥ|ⲛⲁ|ⲙⲟⲩ
ⲉⲁⲫⲛⲟⲩϯ	ⲉ|ⲁ|ⲫ|ⲛⲟⲩϯ
ⲉⲣϣⲟⲣⲡ	ⲉⲣϣⲟⲣⲡ
ⲛⲧⲁⲙⲟϥ	ⲛ|ⲧⲁⲙⲟ|ϥ
ⲉⲡⲉϥⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	ⲉ|ⲡⲉϥ|ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ
ⲛⲁϥϣⲉⲙϣⲓ	ⲛⲁ|ϥ|ϣⲉⲙϣⲓ
ⲉⲧⲁϥⲛⲟⲩⲓ	ⲉⲧ|ⲁ|ϥ|ⲛⲟⲩⲓ
ⲉⲛⲉϥϣⲏⲣⲓ	ⲉ|ⲛⲉϥ|ϣⲏⲣⲓ
ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ
ⲁⲕϣⲁⲛϭⲓⲥⲓ	ⲁⲕϣⲁⲛ|ϭⲓⲥⲓ
ⲁⲣⲓⲫⲙⲉⲩⲓ	ⲁⲣⲓ|ⲫ|ⲙⲉⲩⲓ
ⲛⲛⲉⲕⲥⲛⲏⲟⲩ	ⲛ|ⲛⲉⲕ|ⲥⲛⲏⲟⲩ
ⲉⲧⲁϥϫⲟϥ	ⲉⲧ|ⲁ|ϥ|ϫⲟ|ϥ
ⲉⲡⲓϩⲙⲟⲧ	ⲉ|ⲡⲓ|ϩⲙⲟⲧ
ⲉⲑⲛⲁⲧⲁϩⲣⲟϥ	ⲉⲑ|ⲛⲁ|ⲧⲁϩⲣⲟ|ϥ
ⲉⲧⲁϥⲕⲏⲛ	ⲉⲧ|ⲁ|ϥ|ⲕⲏⲛ
ⲉϥϩⲟⲛϩⲉⲛ	ⲉ|ϥ|ϩⲟⲛϩⲉⲛ
ⲛⲛⲉϥϣⲏⲣⲓ	ⲛ|ⲛⲉϥ|ϣⲏⲣⲓ
ⲉⲩϩⲉⲙⲥⲓ	ⲉ|ⲩ|ϩⲉⲙⲥⲓ
ⲛϫⲉϩⲁⲛⲛⲓϣϯ	ⲛϫⲉ|ϩⲁⲛ|ⲛⲓϣϯ
ⲉⲧⲁⲩⲕⲟⲥϥ	ⲉⲧ|ⲁ|ⲩ|ⲕⲟⲥ|ϥ
ⲛⲧⲁⲓⲟ	ⲛ|ⲧⲁⲓⲟ
ⲥⲉⲓⲣⲓ	ⲥⲉ|ⲓⲣⲓ
ⲙⲡⲉϥⲙⲉⲩⲓ	ⲙ|ⲡⲉϥ|ⲙⲉⲩⲓ
ⲛⲉⲙⲛⲓϣⲫⲏⲣⲓ	ⲛⲉⲙ|ⲛⲓ|ϣⲫⲏⲣⲓ
ⲉⲧⲁϥⲁⲓⲧⲟⲩ	ⲉⲧ|ⲁ|ϥ|ⲁⲓⲧ|ⲟⲩ
ϧⲉⲛⲡⲉϥⲱⲛϧ	ϧⲉⲛ|ⲡⲉϥ|ⲱⲛϧ
ϫⲉⲉⲣⲉⲟⲩⲟⲛ	ϫⲉ|ⲉⲣⲉ|ⲟⲩⲟⲛ
ⲟⲩⲙⲁⲑⲏⲧⲏⲥ	ⲟⲩ|ⲙⲁⲑⲏⲧⲏⲥ
ⲛⲧⲟϥ	ⲛⲧⲟϥ
ⲁϥⲉⲣϫⲱⲃ	ⲁ|ϥ|ⲉⲣ|ϫⲱⲃ
ϩⲁⲡⲓϧⲉⲗⲗⲟ	ϩⲁ|ⲡⲓ|ϧⲉⲗⲗⲟ
ϧⲁⲡϭⲛⲉϫⲱϥ	ϧⲁ|ⲡ|ϭⲛⲉϫⲱϥ
ⲛⲧⲉⲡⲉϥⲙⲟⲩ	ⲛⲧⲉ|ⲡⲉϥ|ⲙⲟⲩ
ⲕⲉⲥⲩⲅⲅⲉⲛⲏⲥ	ⲕⲉ|ⲥⲩⲅⲅⲉⲛⲏⲥ
ⲉⲑⲣⲉϥⲓ	ⲉ|ⲑⲣⲉ|ϥ|ⲓ
ⲉⲡⲁⲓϣⲱⲛⲓ	ⲉ|ⲡⲁⲓ|ϣⲱⲛⲓ
ⲉⲧⲉϯⲙⲉⲧⲃⲉⲗⲗⲉ	ⲉⲧⲉ|ϯ|ⲙⲉⲧⲃⲉⲗⲗⲉ
ϧⲁⲡⲓϧⲉⲗⲗⲟ	ϧⲁ|ⲡⲓ|ϧⲉⲗⲗⲟ
ⲁϥϯϩⲟ	ⲁ|ϥ|ϯϩⲟ
ϫⲉⲙⲡⲓⲣⲏϯ	ϫⲉ|ⲙ|ⲡⲓ|ⲣⲏϯ
ϧⲁⲡⲁⲥⲟⲛ	ϧⲁ|ⲡⲁ|ⲥⲟⲛ
ⲙⲡⲓⲃ	ⲙ|ⲡⲓ|ⲃ
ⲉⲃⲟⲗϧⲉⲛⲛⲓⲙⲩⲥⲧⲏⲣⲓⲟⲛ	ⲉⲃⲟⲗ|ϧⲉⲛ|ⲛⲓ|ⲙⲩⲥⲧⲏⲣⲓⲟⲛ
ⲛϯⲙⲁⲡⲡⲁ	ⲛ|ϯ|ⲙⲁⲡⲡⲁ
ⲉⲛⲁϥⲁⲙⲟⲛⲓ	ⲉ|ⲛⲁ|ϥ|ⲁⲙⲟⲛⲓ
ⲙⲡⲓⲡⲟⲧⲏⲣⲓⲟⲛ	ⲙ|ⲡⲓ|ⲡⲟⲧⲏⲣⲓⲟⲛ
ⲁϥϥⲱϯ	ⲁ|ϥ|ϥⲱϯ
ϧⲉⲛⲡϩⲟ	ϧⲉⲛ|ⲡ|ϩⲟ
ⲛⲛⲉϥⲫⲏⲣⲓ	ⲛ|ⲛⲉϥ|ⲫⲏⲣⲓ
ⲉϥϣⲟⲛ	ⲉ|ϥ|ϣⲟⲛ
ϧⲉⲛϯⲡⲟⲗⲓⲥ	ϧⲉⲛ|ϯ|ⲡⲟⲗⲓⲥ
ⲛⲉⲟⲩϧⲉⲗϣⲓⲣⲓ	ⲛⲉ|ⲟⲩ|ϧⲉⲗϣⲓⲣⲓ
ⲁⲡⲓⲇⲓⲁⲃⲟⲗⲟⲥ	ⲁ|ⲡⲓ|ⲇⲓⲁⲃⲟⲗⲟⲥ
ⲑⲣⲉϥϩⲉⲓ	ⲑⲣⲉ|ϥ|ϩⲉⲓ
ϧⲉⲛⲟⲩⲡⲁⲣⲁⲡⲧⲱⲙⲁ	ϧⲉⲛ|ⲟⲩ|ⲡⲁⲣⲁⲡⲧⲱⲙⲁ
ⲙⲡϣⲓϣ	ⲙ|ⲡ|ϣⲓϣ
ⲉⲧⲥⲏⲟⲩⲧ	ⲉⲧ|ⲥⲏⲟⲩⲧ
ϧⲉⲛⲇⲁⲩⲓⲇ	ϧⲉⲛ|ⲇⲁⲩⲓⲇ
ϫⲉⲁⲩⲧⲁϩⲉⲡⲓⲣⲉϥⲉⲣⲛⲟⲃⲓ	ϫⲉ|ⲁ|ⲩ|ⲧⲁϩⲉ|ⲡⲓ|ⲣⲉϥⲉⲣⲛⲟⲃⲓ
ϧⲉⲛⲛⲓϩⲃⲏⲟⲩⲓ	ϧⲉⲛ|ⲛⲓ|ϩⲃⲏⲟⲩⲓ
ⲛⲧⲉⲛⲉϥϫⲓϫ	ⲛⲧⲉ|ⲛⲉϥ|ϫⲓϫ
ⲛϩⲁⲛⲁⲧⲟⲟⲩⲓ	ⲛ|ϩⲁⲛⲁⲧⲟⲟⲩⲓ
ⲁⲩϫⲉⲙⲡⲓⲁⲗⲟⲩ	ⲁ|ⲩ|ϫⲉⲙ|ⲡⲓ|ⲁⲗⲟⲩ
ⲉϥⲥⲏⲧ	ⲉ|ϥ|ⲥⲏⲧ
ⲉⲧⲉⲕⲁⲅⲓⲟⲥⲩⲛⲏ	ⲉ|ⲧⲉⲕ|ⲁⲅⲓⲟⲥⲩⲛⲏ
ⲉⲑⲣⲉⲕϯϩⲟ	ⲉ|ⲑⲣⲉ|ⲕ|ϯϩⲟ
ⲉⲑⲃⲉⲡⲉⲛϣⲏⲣⲓ	ⲉⲑⲃⲉ|ⲡⲉⲛ|ϣⲏⲣⲓ
ⲉⲑⲣⲉϥⲟⲩϫⲁⲓ	ⲉ|ⲑⲣⲉ|ϥ|ⲟⲩϫⲁⲓ
ϫⲉⲧⲉⲛⲉⲙⲓ	ϫⲉ|ⲧⲉⲛ|ⲉⲙⲓ
ⲕⲏⲛ	ⲕⲏⲛ
ⲉⲧⲁⲙⲟϥ	ⲉ|ⲧⲁⲙⲟ|ϥ
ⲙⲡⲁⲧⲟⲩⲓ	ⲙⲡⲁⲧ|ⲟⲩ|ⲓ
ⲁϥⲧⲱⲃϩ	ⲁ|ϥ|ⲧⲱⲃϩ
ϫⲉⲙⲡⲉϥϣⲱⲛⲓ	ϫⲉ|ⲙⲡⲉ|ϥ|ϣⲱⲛⲓ
ⲙⲡⲓⲛⲟⲃⲓ	ⲙ|ⲡⲓ|ⲛⲟⲃⲓ
ⲉⲧⲁⲕⲁⲓϥ	ⲉⲧ|ⲁ|ⲕ|ⲁⲓ|ϥ
ⲙⲡⲣⲁⲓϥ	ⲙⲡⲣ|ⲁⲓ|ϥ
ϫⲉϫⲉⲛⲛⲉⲡⲉⲧϩⲱⲟⲩ	ϫⲉ|ϫⲉ|ⲛⲛⲉ|ⲡⲉⲧϩⲱⲟⲩ
ⲉⲧⲁⲡⲟⲩϣⲏⲣⲓ	ⲉⲧ|ⲁ|ⲡⲟⲩ|ϣⲏⲣⲓ
ⲉⲡⲓϩⲗⲗⲟ	ⲉ|ⲡⲓ|ϩⲗⲗⲟ
ϫⲉⲧⲉⲛⲛⲁⲁⲣⲉϩ	ϫⲉ|ⲧⲉⲛ|ⲛⲁ|ⲁⲣⲉϩ
ⲉⲧⲁⲕϫⲟⲧⲟⲩ	ⲉⲧ|ⲁ|ⲕ|ϫⲟⲧ|ⲟⲩ
ⲉⲩϯⲱⲟⲩ	ⲉ|ⲩ|ϯⲱⲟⲩ
ⲛⲛⲓⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲛ|ⲛⲓ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲙ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ
ⲙⲉⲛⲉⲛⲥⲁⲟⲩⲁⲃⲟⲧ	ⲙⲉⲛⲉⲛⲥⲁ|ⲟⲩ|ⲁⲃⲟⲧ
ⲉⲑⲃⲉⲡⲉϥϫⲓⲛⲫⲱⲣϫ	ⲉⲑⲃⲉ|ⲡⲉϥ|ϫⲓⲛⲫⲱⲣϫ
ϧⲉⲛⲡⲁⲓⲕⲟⲥⲙⲟⲥ	ϧⲉⲛ|ⲡⲁⲓ|ⲕⲟⲥⲙⲟⲥ
ⲛⲉⲫⲗⲏⲟⲩ	ⲛ|ⲉⲫⲗⲏⲟⲩ
ⲧⲱⲃϩ	ⲧⲱⲃϩ
ⲉⲑⲣⲉϥϭⲱⲣⲡ	ⲉ|ⲑⲣⲉ|ϥ|ϭⲱⲣⲡ
ⲉⲑⲛⲁⲉⲣⲡⲉⲙⲡϣⲁ	ⲉⲑ|ⲛⲁ|ⲉⲣ|ⲡⲉ|ⲙⲡϣⲁ
ⲛⲓ	ⲛ|ⲓ
ⲛⲧⲉϥⲁⲙⲟⲛⲓ	ⲛⲧⲉ|ϥ|ⲁⲙⲟⲛⲓ
ⲁⲩⲧⲟⲩⲛⲓⲁⲧϥ	ⲁ|ⲩ|ⲧⲟⲩⲛ|ⲓⲁⲧ|ϥ
ϧⲉⲛⲟⲩϩⲟⲣⲁⲙⲁ	ϧⲉⲛ|ⲟⲩ|ϩⲟⲣⲁⲙⲁ
ⲛⲥⲁⲓⲥⲁⲁⲕ	ⲛⲥⲁ|ⲓⲥⲁⲁⲕ
ⲡⲓⲙⲟⲛⲁⲭⲟⲥ	ⲡⲓ|ⲙⲟⲛⲁⲭⲟⲥ
ⲛⲇⲓⲁⲇⲟⲭⲟⲥ	ⲛ|ⲇⲓⲁⲇⲟⲭⲟⲥ
ⲉⲥⲉⲛϥ	ⲉ|ⲥⲉⲛ|ϥ
ⲉⲧⲁϥⲙⲧⲟⲛ	ⲉⲧ|ⲁ|ϥ|ⲙⲧⲟⲛ
ⲛⲥⲁⲡⲓⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲛⲥⲁ|ⲡⲓ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲉⲑⲣⲉϥⲉⲣⲁⲡⲁⲛⲧⲁⲛ	ⲉ|ⲑⲣⲉ|ϥ|ⲉⲣⲁⲡⲁⲛⲧⲁⲛ
ⲛⲉϣⲁϥⲉⲣⲫⲁⲓ	ⲛⲉ|ϣⲁ|ϥ|ⲉⲣ|ⲫⲁⲓ
ⲉϥⲓⲛⲓ	ⲉ|ϥ|ⲓⲛⲓ
ⲉⲑⲃⲉⲧⲉϥⲁⲅⲁⲡⲏ	ⲉⲑⲃⲉ|ⲧⲉϥ|ⲁⲅⲁⲡⲏ
ⲫⲣⲁⲛ	ⲫ|ⲣⲁⲛ
ⲙⲡⲓⲟⲩⲣⲟ	ⲙ|ⲡⲓ|ⲟⲩⲣⲟ
ⲁⲃⲇⲉⲗⲁⲍⲓⲍ	ⲁⲃⲇⲉⲗⲁⲍⲓⲍ
ϣⲁⲩⲙⲟⲩϯ	ϣⲁ|ⲩ|ⲙⲟⲩϯ
ϫⲉⲁⲗⲁⲙⲏⲣ	ϫⲉ|ⲁⲗⲁⲙⲏⲣ
ⲉⲛⲁⲩⲟⲓ	ⲉ|ⲛⲁ|ⲩ|ⲟⲓ
ⲛϫⲉⲣⲱⲙⲓ	ⲛϫⲉ|ⲣⲱⲙⲓ
ⲙⲙⲁⲓⲛⲟⲩϯ	ⲙ|ⲙⲁⲓⲛⲟⲩϯ
ⲉⲧⲉⲁⲑⲁⲛⲁⲥⲓⲟⲥ	ⲉⲧⲉ|ⲁⲑⲁⲛⲁⲥⲓⲟⲥ
ⲛⲉⲙⲓⲥⲁⲁⲕ	ⲛⲉⲙ|ⲓⲥⲁⲁⲕ
ⲛⲉⲙⲛⲟⲩϣⲏⲣⲓ	ⲛⲉⲙ|ⲛⲟⲩ|ϣⲏⲣⲓ
ⲛⲁⲣⲉⲡⲓⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ	ⲛⲁⲣⲉ|ⲡⲓ|ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ
ⲙⲉϩ	ⲙⲉϩ
ϧⲉⲛⲧⲉϥⲁⲣⲭⲏ	ϧⲉⲛ|ⲧⲉϥ|ⲁⲣⲭⲏ
ⲁϥϩⲓⲧⲟⲧϥ	ⲁ|ϥ|ϩⲓ|ⲧⲟⲧ|ϥ
ⲉⲉⲣⲡⲉⲧϩⲱⲟⲩ	ⲉ|ⲉⲣ|ⲡ|ⲉⲧ|ϩⲱⲟⲩ
ⲛⲓⲥⲧⲁⲩⲣⲟⲥ	ⲛⲓ|ⲥⲧⲁⲩⲣⲟⲥ
ⲁϥⲕⲁϣⲁⲩ	ⲁ|ϥ|ⲕⲁϣⲁ|ⲩ
ⲁϥⲉⲣϩⲁⲛⲙⲏϣ	ⲁ|ϥ|ⲉⲣ|ϩⲁⲛ|ⲙⲏϣ
ⲉⲧⲁϥⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ	ⲉⲧ|ⲁ|ϥ|ⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ
ⲙⲫⲁⲣⲁⲱ	ⲙ|ⲫⲁⲣⲁⲱ
ⲁϥϩⲓϩⲟϯ	ⲁ|ϥ|ϩⲓϩⲟϯ
ⲉⲡⲁⲓⲭⲉⲧ	ⲉ|ⲡⲁⲓ|ⲭⲉⲧ
ϧⲉⲛⲟⲩⲣⲁⲥⲟⲩⲓ	ϧⲉⲛ|ⲟⲩ|ⲣⲁⲥⲟⲩⲓ
ϩⲁⲡⲓⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ϩⲁ|ⲡⲓ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲙⲡⲉϥⲥⲙⲟⲩ	ⲙ|ⲡⲉϥ|ⲥⲙⲟⲩ
ⲉⲧⲁⲩⲧⲁⲙⲉ	ⲉⲧ|ⲁ|ⲩ|ⲧⲁⲙⲉ
ϧⲉⲛⲡⲓⲧⲟⲡⲟⲥ	ϧⲉⲛ|ⲡⲓ|ⲧⲟⲡⲟⲥ
ⲛⲧⲉⲡⲓϩⲁⲅⲓⲟⲥ	ⲛⲧⲉ|ⲡⲓ|ϩⲁⲅⲓⲟⲥ
ⲉⲧⲁϥⲕⲟⲧϥ	ⲉⲧ|ⲁ|ϥ|ⲕⲟⲧ|ϥ
ⲉⲑⲣⲟⲩⲓⲛⲓ	ⲉ|ⲑⲣ|ⲟⲩ|ⲓⲛⲓ
ϫⲉⲅⲉⲱⲣⲅⲓⲟⲥ	ϫⲉ|ⲅⲉⲱⲣⲅⲓⲟⲥ
ⲁϥⲉⲣⲉⲡⲓⲑⲩⲙⲉⲓⲛ	ⲁ|ϥ|ⲉⲣⲉⲡⲓⲑⲩⲙⲉⲓⲛ
ⲉϯⲙⲉⲧⲁⲣⲭⲓⲉⲣⲉⲩⲥ	ⲉ|ϯ|ⲙⲉⲧⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲡⲁⲣⲁⲫⲟⲩⲱϣ	ⲡⲁⲣⲁ|ⲫ|ⲟⲩⲱϣ
ⲁϥⲑⲉⲧⲡϩⲏⲧ	ⲁ|ϥ|ⲑⲉⲧ|ⲡ|ϩⲏⲧ
ⲉⲧⲁⲩϯⲙⲁϯ	ⲉⲧ|ⲁ|ⲩ|ϯⲙⲁϯ
ⲉⲑⲣⲟⲩϯ	ⲉ|ⲑⲣ|ⲟⲩ|ϯ
ⲛϯⲙⲉⲧⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲛ|ϯ|ⲙⲉⲧⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲧⲉⲧⲉϥⲙⲉⲧⲡⲁⲣⲁⲛⲟⲙⲟⲥ	ⲛⲧⲉ|ⲧⲉϥ|ⲙⲉⲧⲡⲁⲣⲁⲛⲟⲙⲟⲥ
ⲛϯⲥⲟⲗⲏ	ⲛ|ϯ|ⲥⲟⲗⲏ
ⲛⲁⲓϥ	ⲛ|ⲁⲓ|ϥ
ϧⲉⲛⲧⲙⲏϯ	ϧⲉⲛ|ⲧ|ⲙⲏϯ
ⲛϯϩⲉⲃⲇⲟⲙⲁⲥ	ⲛ|ϯ|ϩⲉⲃⲇⲟⲙⲁⲥ
ⲉⲩⲟⲩⲱϣ	ⲉ|ⲩ|ⲟⲩⲱϣ
ⲉⲑⲁⲙⲓⲟ	ⲉ|ⲑⲁⲙⲓⲟ
ⲡⲁⲣⲁⲛⲓⲕⲁⲛⲱⲛ	ⲡⲁⲣⲁ|ⲛⲓ|ⲕⲁⲛⲱⲛ
ⲛϫⲉⲡⲓⲁⲣⲭⲓⲇⲓⲁⲕⲱⲛ	ⲛϫⲉ|ⲡⲓ|ⲁⲣⲭⲓⲇⲓⲁⲕⲱⲛ
ϫⲉⲁⲩⲕⲓⲙ	ϫⲉ|ⲁ|ⲩ|ⲕⲓⲙ
ϫⲉⲛⲛⲉⲥϣⲱⲡⲓ	ϫⲉ|ⲛⲛⲉ|ⲥ|ϣⲱⲡⲓ
ⲉⲑⲣⲉⲛⲓⲣⲓ	ⲉ|ⲑⲣⲉ|ⲛ|ⲓⲣⲓ
ⲛⲟⲩϩⲱⲃ	ⲛ|ⲟⲩ|ϩⲱⲃ
ⲙⲁⲣⲉⲛⲟϩⲓ	ⲙⲁⲣⲉ|ⲛ|ⲟϩⲓ
ϣⲁϯⲕⲩⲣⲓⲁⲕⲏ	ϣⲁ|ϯ|ⲕⲩⲣⲓⲁⲕⲏ
ⲡⲓⲣⲏϯ	ⲡⲓ|ⲣⲏϯ
ϣⲁϣⲧϥ	ϣⲁϣⲧ|ϥ
ⲉϣⲧⲉⲙⲉⲣⲟⲩⲏⲃ	ⲉ|ϣⲧⲉⲙ|ⲉⲣⲟⲩⲏⲃ
ⲛⲥⲛⲟϥ	ⲛ|ⲥⲛⲟϥ
ϩⲓⲭⲣⲟϥ	ϩⲓ|ⲭⲣⲟϥ
ϭⲓⲃⲟϯ	ϭⲓⲃⲟϯ
ⲛϫⲉⲛⲓⲛⲓϣϯ	ⲛϫⲉ|ⲛⲓ|ⲛⲓϣϯ
ⲉⲫⲱϣⲉⲛ	ⲉ|ⲫⲱϣⲉⲛ
ⲥⲟⲧⲡϥ	ⲥⲟⲧⲡ|ϥ
ⲉⲧⲁⲩϫⲉⲙⲛⲓⲕⲉⲭⲱⲟⲩⲛⲓ	ⲉⲧ|ⲁ|ⲩ|ϫⲉⲙ|ⲛⲓ|ⲕⲉ|ⲭⲱⲟⲩⲛⲓ
ⲉⲧⲁⲩⲣⲁⲃⲏⲟⲩⲧ	ⲉⲧ|ⲁ|ⲩ|ⲣⲁⲃⲏⲟⲩⲧ
ⲉⲁⲩϯⲙⲁϯ	ⲉ|ⲁ|ⲩ|ϯⲙⲁϯ
ⲛⲉⲙⲅⲉⲱⲣⲅⲓⲟⲥ	ⲛⲉⲙ|ⲅⲉⲱⲣⲅⲓⲟⲥ
ⲛϫⲉⲟⲩⲫⲱⲣϫ	ⲛϫⲉ|ⲟⲩ|ⲫⲱⲣϫ
ϧⲉⲛⲧⲟⲩϩⲙⲏϯ	ϧⲉⲛ|ⲧⲟⲩ|ϩⲙⲏϯ
ⲛϫⲉϩⲁⲛⲣⲉⲙⲛϩⲱⲃ	ⲛϫⲉ|ϩⲁⲛ|ⲣⲉⲙⲛϩⲱⲃ
ⲉⲑⲣⲟⲩⲉⲛⲛⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲉ|ⲑⲣ|ⲟⲩ|ⲉⲛ|ⲛⲓ|ⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲧⲉϥⲉⲙⲓ	ⲛⲧⲉ|ϥ|ⲉⲙⲓ
ⲉⲧⲟⲩⲛⲁⲑⲁϣϥ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲑⲁϣ|ϥ
ϣⲉⲙϣⲓ	ϣⲉⲙϣⲓ
ϧⲉⲛⲡϫⲓⲛⲑⲣⲟⲩϧⲟⲧϧⲉⲧ	ϧⲉⲛ|ⲡ|ϫⲓⲛⲑⲣⲟⲩϧⲟⲧϧⲉⲧ
ⲛⲥⲁⲫⲃⲓⲟⲥ	ⲛⲥⲁ|ⲫ|ⲃⲓⲟⲥ
ⲁⲩϫⲉⲙⲟⲩⲙⲏϣ	ⲁ|ⲩ|ϫⲉⲙ|ⲟⲩ|ⲙⲏϣ
ⲛⲁⲓⲧⲓⲁ	ⲛ|ⲁⲓⲧⲓⲁ
ϫⲉⲛⲉⲟⲩⲣⲱⲙⲓ	ϫⲉ|ⲛⲉ|ⲟⲩ|ⲣⲱⲙⲓ
ⲉⲧⲁϥϭⲓⲅⲁⲙⲟⲥ	ⲉⲧ|ⲁ|ϥ|ϭⲓ|ⲅⲁⲙⲟⲥ
ϩⲁⲛϣⲏⲣⲓ	ϩⲁⲛ|ϣⲏⲣⲓ
ⲉⲩϩⲱⲟⲩ	ⲉ|ⲩ|ϩⲱⲟⲩ
ⲛⲥⲣⲁϩ	ⲛ|ⲥⲣⲁϩ
ⲉⲑⲱϣ	ⲉ|ⲑⲱϣ
ⲛϯⲕⲩⲣⲓⲁⲕⲏ	ⲛ|ϯ|ⲕⲩⲣⲓⲁⲕⲏ
ⲉⲩⲑⲟⲩⲏⲧ	ⲉ|ⲩ|ⲑⲟⲩⲏⲧ
ⲛⲉⲙⲣⲁⲕⲟϯ	ⲛⲉⲙ|ⲣⲁⲕⲟϯ
ⲛⲉⲙⲭⲱⲣⲁ	ⲛⲉⲙ|ⲭⲱⲣⲁ
ⲥⲉⲣⲅⲓⲟⲥ	ⲥⲉⲣⲅⲓⲟⲥ
ⲉϥϣⲗⲏⲗ	ⲉ|ϥ|ϣⲗⲏⲗ
ϧⲉⲛⲟⲩⲉⲝⲁⲓⲡⲛⲁ	ϧⲉⲛ|ⲟⲩ|ⲉⲝⲁⲓⲡⲛⲁ
ⲁⲡⲓⲫⲁⲛⲟⲥ	ⲁ|ⲡⲓ|ⲫⲁⲛⲟⲥ
ⲕⲱϣ	ⲕⲱϣ
ⲁϥϫⲟⲕⲙⲉϥ	ⲁ|ϥ|ϫⲟⲕⲙⲉ|ϥ
ⲁⲡⲓⲙⲏϣ	ⲁ|ⲡⲓ|ⲙⲏϣ
